product_id,product_name,product_group_id,price,stock_quantity,description,sku,manufacturer,warranty_period,release_date,weight,dimensions
527,Rather Degree,5,223.16,174,Her information eight possible nation within tough.,2795625265559,Coleman LLC,1 year,2020-06-01,7.54,33.7 x 11.0 x 4.2 cm
528,Many Long,16,450.67,119,Really story two plan mission contain when.,3072192590949,Poole Ltd,1 year,2024-01-06,4.18,40.2 x 11.5 x 3.3 cm
529,Animal Same,17,1386.71,6,Under go public either sense herself break.,0065357533465,Barrett-Johnson,2 years,2021-06-16,9.75,45.8 x 11.9 x 4.3 cm
530,Animal Left,16,1255.93,32,Former increase base.,2993252787820,Avila Ltd,3 years,2023-03-22,4.01,37.2 x 40.3 x 2.7 cm
531,Same Degree,20,1588.15,134,Phone reduce computer history meeting.,2414729060968,Clay and Sons,3 years,2021-08-19,1.99,31.9 x 43.4 x 7.4 cm
532,Short Individual,9,826.06,40,Lawyer whole item spend.,7075280765300,Adkins-Rivera,1 year,2024-04-10,7.57,24.0 x 23.6 x 7.3 cm
533,Others Remember,3,966.64,134,Then we nation situation better member.,9014592681029,Hall Ltd,2 years,2024-04-23,8.64,12.7 x 9.6 x 6.8 cm
534,Event Training,11,691.13,67,Mr head role reduce their every.,9375772812214,Anderson-Davis,6 months,2021-09-07,0.18,23.6 x 39.8 x 7.9 cm
535,Cost Put,4,676.2,57,Worker national get set.,0277212862881,"Cook, Brock and Foster",2 years,2020-07-20,9.11,34.8 x 30.4 x 3.5 cm
536,Then Chance,16,591.87,161,Book common particular drug often three.,0704032568483,"Rodriguez, Smith and Grant",3 years,2023-09-14,9.37,49.0 x 7.2 x 2.6 cm
537,Less Protect,3,168.64,316,Arm very report real note.,8378573260742,Thomas-Bradshaw,2 years,2020-10-10,3.55,30.0 x 9.8 x 6.7 cm
538,Test Soldier,16,389.13,101,Benefit happen star those eat term doctor.,9922889344475,"Wilson, Coleman and Ayers",2 years,2020-03-05,8.39,7.6 x 29.7 x 6.6 cm
539,Action Address,2,1873.67,23,Apply decide try certain anyone way Congress thank.,7367376200445,Adams-Ho,2 years,2020-08-07,5.99,11.0 x 9.3 x 8.0 cm
540,Sometimes Resource,16,107.66,211,Radio loss class enjoy same international chance.,9136501079694,"Ramirez, Lewis and Hawkins",3 years,2021-12-26,6.74,23.7 x 15.1 x 8.1 cm
541,West Popular,20,633.74,92,Hospital middle tell student suddenly.,3552002503111,Best-Patel,3 years,2022-06-08,2.91,45.6 x 21.6 x 3.3 cm
542,Collection Hot,18,749.63,199,Population bit them response parent.,9066274336628,Wilkinson-Thompson,3 years,2021-07-15,1.38,21.5 x 32.4 x 4.1 cm
543,How Wrong,8,1301.58,410,Sign necessary spend provide.,9070286878144,"Thornton, Williams and Flowers",6 months,2024-03-11,2.8,12.9 x 45.2 x 8.0 cm
544,Expert Magazine,16,915.79,253,Under fish practice enjoy hard.,5907077853636,Brewer-Jones,3 years,2021-08-22,2.4,17.2 x 46.3 x 7.8 cm
545,Require Arrive,16,294.11,82,Just test now likely church together.,5204799691547,Walker-Parker,3 years,2022-08-21,4.11,36.8 x 45.0 x 3.0 cm
546,Decide Reduce,6,1359.93,325,Enjoy score growth.,0821293338560,"Zimmerman, Jones and Simpson",3 years,2021-01-15,6.97,21.3 x 41.5 x 8.9 cm
547,Structure Animal,14,1127.15,471,Nor seven whether let.,2772206181231,"Moore, Schneider and Patterson",3 years,2021-01-23,9.07,33.0 x 20.5 x 9.7 cm
548,Small Writer,6,934.17,133,Score song medical attention might movement.,3301107817544,Fisher-Bradford,6 months,2020-10-07,4.14,24.2 x 6.5 x 3.6 cm
549,Bad Tend,12,356.39,191,Road project man onto strategy.,8197342040565,Franco and Sons,3 years,2023-10-02,3.82,46.5 x 29.9 x 9.5 cm
550,Nothing Tough,3,1798.08,194,Through pull identify hospital result market project wear.,5088499931581,Duncan and Sons,2 years,2022-05-13,5.97,22.8 x 33.9 x 3.2 cm
551,Letter Reality,9,860.71,243,Right between wife future blue.,2988866611678,Johnson and Sons,6 months,2022-06-12,7.71,18.9 x 18.1 x 3.4 cm
552,Often Give,9,1028.82,482,Single concern kind be relationship perform southern.,4641735999366,Pham-Stanley,3 years,2024-03-08,8.9,12.3 x 21.7 x 4.1 cm
553,Before Laugh,6,756.01,217,Large director name home ready natural.,8666051263287,"Oconnor, Olson and Li",6 months,2023-05-09,9.06,5.5 x 19.5 x 4.3 cm
554,Together General,11,1250.84,415,Art travel law form.,7000816846741,Clark Group,1 year,2020-01-13,2.66,34.6 x 36.1 x 2.0 cm
555,Music Several,8,1948.77,118,Sport drop beat social season food begin lawyer.,7554013469284,Lawrence-Hernandez,2 years,2020-04-02,4.12,20.6 x 13.1 x 4.8 cm
556,Or Wonder,14,73.06,202,Upon special piece blood star always.,2982292406013,Greene-Shaw,3 years,2022-04-19,2.61,24.7 x 33.0 x 7.2 cm
557,Your Become,19,74.72,485,Fear part military and stay could tonight buy.,6068207852390,Rice-Hayes,3 years,2023-06-19,8.03,41.9 x 22.6 x 3.8 cm
558,Military Kind,4,741.41,343,Phone discussion seat song.,4658306920087,Miller-Perry,6 months,2020-02-13,8.16,12.7 x 12.5 x 9.2 cm
559,Character Mean,7,932.77,485,Wish usually their professor thing apply head.,9232207941027,Collier-Goodman,3 years,2020-12-14,2.99,11.4 x 46.4 x 5.4 cm
560,Shake Remain,10,1900.55,116,Kitchen enjoy buy.,5650208613080,Thompson Inc,1 year,2020-10-21,6.88,22.4 x 13.4 x 3.6 cm
561,Head Perform,9,775.83,86,Road year summer.,4224092608913,Valdez Group,2 years,2024-02-18,0.39,20.9 x 47.1 x 8.7 cm
562,Improve Believe,18,1178.48,83,Table many art total quite fight phone.,0584907920697,Padilla-Kennedy,2 years,2021-02-10,1.63,6.7 x 32.5 x 3.4 cm
563,Agency Little,1,608.05,440,Half especially prevent news position.,0442196308698,Edwards LLC,6 months,2022-12-29,4.46,19.5 x 5.4 x 2.2 cm
564,Enjoy Capital,20,719.66,213,Sign protect conference more product common lot.,7780504360888,Price-Estrada,1 year,2023-11-10,1.44,48.5 x 48.1 x 4.4 cm
565,Boy Half,5,982.55,73,Sometimes blood century report kind gas light.,3529757914622,"Ortiz, Smith and Mason",1 year,2020-12-31,5.22,42.1 x 36.2 x 6.6 cm
566,Indeed Away,11,796.72,312,Sure reason yourself pull reality new mention old.,0560547117437,"Rose, Murray and Bailey",6 months,2023-04-23,2.62,34.5 x 15.8 x 2.4 cm
567,What Sometimes,5,355.13,109,Sort standard concern town.,7192839496031,Ellis and Sons,2 years,2023-12-16,4.23,30.3 x 42.2 x 6.5 cm
568,Leg Development,10,1699.66,133,Professional whatever future whom newspaper career.,9655299886265,Patterson Inc,3 years,2020-01-22,8.01,18.8 x 43.1 x 8.3 cm
569,Miss Gas,4,1323.12,191,Purpose case large place.,5103447381031,Kennedy-Sims,3 years,2023-06-24,1.18,22.2 x 35.4 x 7.5 cm
570,Soon Carry,11,176.02,126,Wrong but rather face keep.,0206504973097,Marquez and Sons,2 years,2022-07-01,8.64,12.9 x 25.1 x 5.9 cm
571,Happen Force,13,933.32,276,Large player knowledge mind today this.,5418850225224,Wilson-Gonzalez,2 years,2022-03-12,3.61,38.5 x 23.5 x 4.3 cm
572,Appear Site,14,961.26,185,College defense then.,1514109305281,Ford Ltd,3 years,2024-01-23,7.63,39.5 x 16.4 x 4.8 cm
573,Page Why,15,1276.62,400,Look official place.,1417098873741,Berry Group,6 months,2020-03-31,7.81,31.8 x 5.6 x 5.7 cm
574,Near Explain,14,1927.0,65,Program whom history.,6072365465071,Wong LLC,2 years,2022-12-14,8.88,30.4 x 6.4 x 2.6 cm
575,Girl Recently,4,1373.87,146,Significant political what boy test establish.,9351329639541,"Fletcher, Carroll and Lee",1 year,2022-01-22,9.64,25.4 x 10.2 x 4.3 cm
576,High Accept,7,907.64,225,Relationship message lead.,6993336085794,Kent PLC,3 years,2022-08-13,8.05,15.6 x 28.7 x 4.5 cm
577,Opportunity Those,17,132.31,112,They candidate cost woman dark fine camera store.,8333193517652,"Barber, Rodgers and Contreras",6 months,2024-02-27,7.51,44.2 x 49.9 x 3.2 cm
578,My Rock,20,84.02,263,Focus someone identify doctor.,8602572111287,Dougherty-Page,3 years,2022-04-28,2.09,12.2 x 19.9 x 2.1 cm
579,Entire Including,14,440.56,13,Next apply between week line industry.,1933622409007,Cruz PLC,6 months,2024-05-03,4.22,17.4 x 44.4 x 5.6 cm
580,Sit Follow,14,1241.76,388,Above light movement card.,8726761259311,Reeves-Smith,3 years,2022-07-10,5.89,12.4 x 9.4 x 7.6 cm
581,Week Hospital,13,1021.37,147,Push prevent town record kitchen key job operation.,6690190890778,Williams-Tapia,1 year,2023-11-14,5.31,49.4 x 42.2 x 6.4 cm
582,Serve White,10,875.61,399,Discussion explain around now much teacher according.,2748975461263,Black and Sons,1 year,2023-11-10,4.64,41.3 x 39.9 x 2.7 cm
583,Suffer Cold,1,65.89,73,Teacher others go receive seven.,6331169996779,Cooper-Medina,2 years,2022-06-13,8.64,27.1 x 8.2 x 7.3 cm
584,Worry Dream,20,1044.7,315,Age sing color success possible throughout subject.,1692080288752,Mckenzie-Knapp,2 years,2023-04-11,7.67,8.8 x 45.7 x 1.1 cm
585,Boy Son,1,463.88,11,See return region full.,4788909182329,"Coleman, Ingram and Jones",1 year,2020-11-28,8.57,12.9 x 16.4 x 8.1 cm
586,Left Artist,15,1313.72,433,Create until trouble car federal.,4611872437434,"Skinner, Bowers and Collier",2 years,2024-04-13,1.55,43.1 x 29.5 x 4.1 cm
587,Magazine Democrat,13,1093.76,286,Relationship trouble describe buy bit partner who tell.,8289970364073,Garcia Ltd,3 years,2022-12-22,7.89,29.0 x 49.3 x 1.2 cm
588,Movie This,11,1115.56,0,Thus myself enjoy business.,4505927285111,Williams-Johnson,3 years,2021-08-22,1.09,46.8 x 21.3 x 9.9 cm
589,Share Free,17,557.14,213,Choose station including far ten enter table.,3112511514567,Martinez LLC,6 months,2022-01-14,2.58,37.7 x 42.7 x 2.7 cm
590,Author Difference,19,346.83,25,Person street bad without event.,5982637753793,Anderson Group,6 months,2024-06-08,3.98,26.4 x 35.7 x 4.8 cm
591,Site Decade,16,463.63,483,Century herself open show suddenly mother program however.,6067207996462,Smith Ltd,3 years,2022-04-10,2.7,49.4 x 19.4 x 5.4 cm
592,Seek Population,18,1846.46,402,Nor author leave.,1150864408647,Wallace-Suarez,3 years,2021-07-15,8.07,9.5 x 35.0 x 7.2 cm
593,Parent Network,2,1420.41,319,Senior five learn early key activity long painting.,3693498913968,Russell-Wolfe,2 years,2020-06-27,7.22,36.5 x 12.2 x 4.7 cm
594,Level President,12,691.96,195,Begin discuss yes investment money set.,1150010539782,"Goodwin, Miller and Holmes",6 months,2020-06-07,7.36,24.9 x 22.6 x 2.1 cm
595,Responsibility Daughter,10,333.44,431,Stand skin operation.,8263508082936,"Conrad, Murphy and Elliott",2 years,2021-11-30,2.32,44.2 x 9.3 x 2.8 cm
596,Husband State,4,1207.86,464,Sure thus wonder within.,4826270669718,Gonzalez Ltd,1 year,2021-10-14,5.81,37.2 x 31.1 x 5.9 cm
597,Speak Well,10,1696.91,14,Line develop reduce position.,1901252516433,West LLC,2 years,2020-05-28,4.6,43.7 x 42.1 x 9.3 cm
598,Benefit Big,4,1485.06,15,Kid under it since must back thousand simply.,0034902363833,Bean-Brown,1 year,2022-11-23,0.86,37.3 x 15.7 x 3.2 cm
599,Scene Fear,3,1177.17,124,Win new set phone campaign occur pass.,6714096846803,Barnett-Green,3 years,2021-05-29,6.61,25.4 x 22.1 x 3.0 cm
600,Choice Budget,17,989.52,440,Floor television right what decide head large.,5579372344463,Dennis Inc,1 year,2021-09-22,9.51,34.3 x 33.2 x 10.0 cm
601,President These,15,1413.72,368,Court record work impact arm.,4100600480625,"Avila, Page and Price",2 years,2020-08-05,4.34,28.7 x 40.5 x 7.5 cm
602,Could Box,3,850.79,381,Again voice instead Democrat by result.,6422432212471,"Collins, Durham and Morris",2 years,2021-08-04,4.66,43.5 x 13.7 x 8.9 cm
603,Ahead Drug,8,59.35,158,Wife south science believe.,0933721837122,Cox Ltd,2 years,2020-03-23,9.37,32.9 x 36.6 x 7.7 cm
604,Military Suffer,12,1869.43,485,According until no important same concern.,4762933214270,"Harvey, Jackson and Williams",3 years,2021-08-27,2.47,14.2 x 14.4 x 9.9 cm
605,Brother Deep,4,24.91,313,Mind body six surface.,0544316676783,"Moon, Coleman and Munoz",2 years,2021-07-07,5.86,11.8 x 41.6 x 1.0 cm
606,Cultural Culture,5,1064.0,282,About every high ahead.,7792904562328,Brown-Hall,1 year,2022-06-15,8.64,32.2 x 31.9 x 1.9 cm
607,Run Later,20,823.29,317,Cut energy woman oil.,1125520141046,Mitchell Inc,3 years,2022-09-22,9.74,15.3 x 46.4 x 9.5 cm
608,Wish War,11,1659.5,239,Some military security require.,2479845365939,"Stephens, Campbell and Hess",3 years,2020-02-25,4.27,21.4 x 25.4 x 7.0 cm
609,Air Natural,15,1860.2,37,Customer fund herself accept order upon.,4633645722462,Alexander-Deleon,2 years,2021-08-29,8.7,43.7 x 38.1 x 9.5 cm
610,Camera Artist,16,151.13,424,Economic line protect research.,0680731995938,Pearson LLC,6 months,2021-03-22,7.27,32.2 x 24.7 x 8.7 cm
611,Glass Direction,15,1199.06,407,Miss response speak official others next trouble.,2685174273917,Klein PLC,2 years,2023-11-04,7.7,19.6 x 16.8 x 9.1 cm
612,Nearly Reach,14,958.03,429,Must yes price discover employee.,7636131857911,Carpenter-Yang,1 year,2020-02-18,4.21,18.4 x 14.8 x 6.3 cm
613,Meet Give,3,893.61,77,Choice factor feeling main defense population while big.,8257388352890,Pham-Gonzalez,6 months,2023-08-30,2.62,18.2 x 39.9 x 5.1 cm
614,Analysis Herself,17,143.01,184,Mission Congress teach possible might oil fast agent.,9298064860291,Friedman-Mullen,6 months,2022-06-25,3.26,25.4 x 23.9 x 1.5 cm
615,Support Who,18,469.08,283,Myself section where sign table practice.,3297513227469,Lopez-Moss,3 years,2020-08-28,8.16,12.3 x 44.8 x 1.9 cm
616,Clear Floor,13,743.18,132,Four specific yard local onto if.,0030446079049,Williams-Perez,3 years,2022-12-10,2.29,45.5 x 47.3 x 7.5 cm
617,Lead Executive,8,273.64,246,Involve reflect attorney hotel professor behind.,8340474445474,Gibson-Duke,2 years,2022-10-01,1.14,36.0 x 38.8 x 8.4 cm
618,Environmental Responsibility,14,1269.44,115,Picture model story wind present majority.,2905492195181,Cowan-Hartman,1 year,2022-12-07,2.34,29.3 x 7.3 x 8.2 cm
619,Late Produce,16,1273.68,67,Least find personal help expect form two.,6873191787173,Rodriguez-Murphy,1 year,2021-02-21,0.41,33.5 x 46.9 x 7.0 cm
620,High Recently,9,1391.44,207,Future employee former without.,7388019746410,Bradley and Sons,3 years,2022-09-04,8.65,49.4 x 42.2 x 9.2 cm
621,Car Property,11,1456.91,499,Nature any several mouth hope almost.,1169997315401,"Ware, Taylor and Powell",3 years,2023-05-14,1.86,14.0 x 43.7 x 6.4 cm
622,Price Determine,7,866.91,401,Pressure why evening image protect.,0611346257531,"Chapman, English and Ross",3 years,2024-02-06,2.95,18.3 x 13.0 x 1.5 cm
623,Thousand Safe,1,214.96,491,Picture Mr walk hour behavior certain measure.,3295198614222,Fowler-Russell,6 months,2020-03-02,9.31,32.2 x 30.5 x 7.7 cm
624,During Fish,16,1722.63,209,Mind recognize simply argue apply air.,3729410863308,Hampton-Taylor,6 months,2024-04-21,2.25,37.8 x 14.9 x 2.1 cm
625,Address Yes,6,823.09,155,Her professor whole us road.,6531340129907,Hudson-Foley,1 year,2022-02-09,5.24,26.5 x 7.2 x 8.2 cm
626,Field Suffer,18,1028.23,60,Foreign effect establish author need professional society move.,4795313112163,"Sullivan, Nicholson and Banks",2 years,2021-02-17,8.21,15.0 x 14.5 x 1.7 cm
627,Stock Nor,17,1547.87,439,Next person follow entire medical site.,4387605352885,Payne-Williams,3 years,2022-01-17,3.76,11.7 x 37.2 x 4.0 cm
628,Main Day,3,1900.8,37,Trip answer cell career feeling floor.,6331046315280,Ryan and Sons,6 months,2023-01-18,2.98,39.1 x 12.9 x 7.3 cm
629,Open Certainly,3,1241.87,210,Accept on vote.,4767556718686,Hutchinson Ltd,6 months,2024-01-27,1.31,47.4 x 34.1 x 6.4 cm
630,Worker Adult,16,1926.95,145,Air candidate himself wonder control.,3604240794087,"Mckinney, Gamble and Poole",1 year,2024-01-02,9.46,25.2 x 30.0 x 9.0 cm
631,Price Arm,7,1432.37,132,Just maybe building some trip certain discuss.,1062304105712,Miller-Griffith,6 months,2021-04-06,5.77,32.9 x 42.0 x 3.2 cm
632,Fly Enter,7,843.75,57,Source enjoy thought let.,5903711472027,"Cook, Gentry and Key",2 years,2021-12-03,4.27,36.5 x 19.9 x 3.8 cm
633,Sense Onto,5,1916.24,341,Challenge action beat where.,3753893150419,Ramos-King,1 year,2023-09-27,0.55,19.1 x 40.1 x 8.7 cm
634,The Thing,4,523.14,103,Center generation among price.,8769504508789,Mccoy-Arroyo,3 years,2021-09-14,3.87,44.9 x 6.2 x 7.8 cm
635,Off Either,6,46.31,108,Trial quality speech house.,8360866305407,Snyder Group,2 years,2020-10-23,5.5,19.7 x 28.4 x 1.9 cm
636,Man Person,16,790.38,191,Town work wall six.,5970178733749,Guzman Group,1 year,2020-09-30,9.69,49.7 x 28.4 x 8.3 cm
637,Maintain Door,15,91.51,159,Door back training live standard project guess.,6305419574871,Williams and Sons,1 year,2020-02-16,3.91,44.2 x 28.7 x 8.0 cm
638,Group No,2,980.24,394,Enough full American every them executive.,4370666440790,Williams-Kim,2 years,2022-01-26,7.51,6.5 x 18.0 x 7.0 cm
639,Follow Talk,13,1503.36,183,Night glass minute wrong positive.,5547860569919,Snyder PLC,3 years,2024-04-17,3.12,42.0 x 29.2 x 10.0 cm
640,College Reduce,10,400.86,438,Than assume real recent author born provide.,4019286103783,"Green, Anderson and Perry",3 years,2024-05-15,9.53,12.0 x 7.4 x 8.4 cm
641,Need Up,1,1209.1,458,Consumer sport officer the.,4962221713007,Jenkins Ltd,1 year,2020-05-10,7.27,16.8 x 40.2 x 1.6 cm
642,Nearly Fly,14,209.14,408,Stand her experience black amount.,0217580404719,George-Small,6 months,2020-01-01,1.63,14.7 x 8.5 x 4.1 cm
643,Cover Court,19,1665.34,444,Attack hundred finish important born might indicate.,8165269358032,"Arnold, Burton and Barber",6 months,2021-12-02,2.17,5.6 x 20.8 x 4.7 cm
644,Medical Important,7,1633.48,134,Attention reason cut project father interview.,0800605131389,Lopez Group,3 years,2023-12-28,2.26,45.4 x 42.7 x 9.0 cm
645,Role Industry,9,1743.73,68,You choice arm.,5225557304929,Bruce LLC,3 years,2024-05-13,6.82,43.2 x 45.9 x 4.6 cm
646,Stuff Edge,2,1371.05,317,Available she without social simple material energy.,2750253727084,Reyes-Noble,2 years,2022-04-22,8.99,45.0 x 25.7 x 5.1 cm
647,Town End,15,168.16,365,Most although skin once event claim member.,0305486857873,English-Le,6 months,2024-02-21,2.56,16.8 x 45.4 x 2.1 cm
648,Affect Indeed,6,1488.2,170,Spring voice own development responsibility whom much.,9021161557630,Case-Perez,1 year,2023-07-04,4.13,5.0 x 21.6 x 7.5 cm
649,Yet Fill,19,1638.59,182,Police board find newspaper bank part daughter.,8597254536123,"Lara, Farley and Patterson",2 years,2024-05-05,3.57,8.8 x 46.5 x 5.6 cm
650,Word Resource,18,1567.87,213,Prove top reduce customer.,3929442129230,Davis-Hall,3 years,2021-06-10,5.36,38.5 x 24.3 x 2.8 cm
651,Skin Health,6,402.68,437,Upon determine science clearly market that answer property.,0047555682817,Pittman-Warner,2 years,2020-03-23,3.28,19.6 x 5.2 x 8.4 cm
652,System National,7,1083.67,345,Age fish majority religious upon represent.,7034139789720,"Neal, Drake and Sullivan",6 months,2023-03-02,3.91,41.8 x 5.4 x 3.5 cm
653,Dream Send,12,1474.89,483,Instead sell culture catch building.,8009982315159,White PLC,6 months,2022-02-15,1.91,48.4 x 15.6 x 1.9 cm
654,Save Arrive,5,1723.74,144,Price book media even newspaper whether serve explain.,1774235994234,"Lewis, Nelson and Mooney",1 year,2020-06-07,2.83,22.0 x 10.0 x 6.2 cm
655,Return Away,20,281.67,323,Leg five who back.,4688844921512,"Daniel, Jones and Brown",1 year,2022-05-30,6.78,10.3 x 5.9 x 9.5 cm
656,Treat Model,7,704.21,315,Matter three treatment.,9871879882445,Palmer Group,2 years,2020-12-09,9.93,21.8 x 23.1 x 6.8 cm
657,House Clearly,3,628.88,43,Decision skill energy discover but draw lawyer education.,4195938736872,"Kaufman, Turner and Goodman",2 years,2022-08-24,9.37,39.6 x 39.7 x 2.8 cm
658,Whom And,7,714.36,401,Wife majority establish its page like.,3782832473395,Blevins-Bryant,2 years,2021-05-16,0.71,39.6 x 32.8 x 6.6 cm
659,Book Exactly,1,1251.56,429,Say task build soon base.,5855620246391,Reyes LLC,6 months,2022-01-06,1.46,29.7 x 14.2 x 3.6 cm
660,Newspaper Charge,19,1863.23,483,Minute fire sit similar.,2095762428771,Perez PLC,2 years,2024-01-29,3.96,27.8 x 11.7 x 8.7 cm
661,Fly Style,10,1247.87,19,Pm every arm respond tax.,6425702366157,Lee and Sons,2 years,2023-04-22,4.78,27.6 x 40.6 x 9.3 cm
662,Kid Marriage,5,1034.83,52,Them others central season hold current kind.,6457547685728,Huber Inc,2 years,2020-01-19,8.52,22.5 x 30.5 x 1.8 cm
663,Customer Surface,9,248.59,228,Drug without want occur smile.,9941507667215,"Hester, Walker and Wilson",3 years,2023-09-06,7.95,27.3 x 47.3 x 5.3 cm
664,Stay Include,2,1642.4,327,Key card Congress land raise million question occur.,2375749983357,Santiago PLC,2 years,2023-05-27,7.7,48.3 x 34.0 x 5.1 cm
665,Site Young,11,1159.78,204,This wrong old important successful.,5338503269965,Johnson-Rivera,3 years,2021-06-10,2.27,31.3 x 7.5 x 4.9 cm
666,Full Drug,9,522.72,312,Everybody other way.,6538862244613,Taylor-Watson,3 years,2022-03-07,7.8,11.4 x 5.5 x 6.3 cm
667,Forward Exactly,9,1041.45,24,Population pick build policy animal because.,9564885846418,"Moyer, Mendez and Young",3 years,2023-04-28,0.37,22.3 x 34.0 x 2.7 cm
668,Mrs Listen,14,863.39,117,Arrive example leg choose class.,6531621366915,Potts-Goodman,6 months,2021-01-05,1.09,9.8 x 17.5 x 2.4 cm
669,Author Thing,3,1979.65,291,Place short difference increase card box learn.,4000031495284,Jones-Phillips,3 years,2023-09-11,3.03,29.5 x 40.4 x 3.7 cm
670,Up Major,1,491.38,392,Do method certainly modern.,0965872762992,"Garcia, Gilbert and Smith",2 years,2020-11-17,2.75,9.7 x 34.3 x 9.5 cm
671,Remember Voice,5,714.76,423,Because specific plan hour despite.,2566781419465,Sullivan-Thomas,6 months,2020-01-06,0.83,40.9 x 15.4 x 7.2 cm
672,Add Her,2,1250.33,382,Before cost adult choose local anyone involve bank.,6251049990744,Garcia-Whitehead,2 years,2023-02-23,1.01,12.0 x 41.3 x 6.3 cm
673,Determine Pick,4,670.79,421,Throw until you sit last person.,3279986108049,"Collins, Smith and Rivas",2 years,2023-01-07,2.94,24.2 x 30.7 x 7.5 cm
674,Force Certainly,6,1668.71,323,Purpose short bill goal everybody.,0383451260514,"Rhodes, Hansen and Norton",3 years,2023-09-01,7.84,12.8 x 8.4 x 1.2 cm
675,Offer Government,4,1059.88,426,Never those cause new understand.,9723448346714,"Johnson, Perkins and West",6 months,2020-07-11,2.84,9.2 x 45.6 x 7.5 cm
676,Myself Meeting,14,1495.22,56,Represent ever these doctor agency kid box.,4209341827888,"Parker, Crawford and Allen",2 years,2023-07-05,9.43,20.3 x 44.2 x 2.1 cm
677,Score Color,2,1135.09,74,Drive herself from admit cost.,5300127154989,Hill-Patel,6 months,2020-01-13,7.97,11.5 x 37.6 x 9.4 cm
678,Class Ok,20,1753.45,102,West customer structure.,2976192541073,Oconnor-Williams,3 years,2020-07-12,6.58,35.6 x 37.5 x 6.8 cm
679,Team Individual,17,1873.36,223,Change image play throughout million top.,7059122902931,Marks and Sons,3 years,2023-05-30,9.52,14.4 x 29.5 x 5.5 cm
680,Apply Hour,16,236.19,421,Drive upon military.,3378637072309,Simpson-Kim,6 months,2020-01-03,0.68,7.3 x 35.1 x 2.9 cm
681,Nothing Any,13,1476.09,93,Investment understand truth guess.,5146031327305,"Powers, Luna and Walker",3 years,2022-06-19,0.58,34.4 x 33.6 x 5.4 cm
682,So Girl,14,1105.89,142,Explain culture gas others.,8535550940459,"Silva, Gamble and Bailey",1 year,2023-05-28,6.04,36.8 x 39.9 x 4.8 cm
683,Administration Father,5,1242.79,297,Against generation allow whatever man economic resource.,2981219817369,Nguyen and Sons,2 years,2022-02-20,1.34,31.1 x 36.7 x 1.6 cm
684,Everything Skill,3,610.83,312,Study friend pull skill analysis purpose science.,2550741118482,Reynolds-Atkinson,2 years,2022-12-18,4.74,6.3 x 12.0 x 1.8 cm
685,Thus Peace,9,1878.67,178,Nothing reduce develop kind whom thus.,6406574695255,Gomez-Rodriguez,6 months,2020-02-04,9.22,48.1 x 16.7 x 3.0 cm
686,Build Poor,5,814.11,135,Ever recent down work child economic raise.,2476121032837,"Ruiz, Rowe and Reed",6 months,2020-03-05,2.51,36.0 x 10.1 x 9.2 cm
687,Miss Edge,5,1907.01,34,Bit of create long space thousand force.,8005886294897,"Evans, Vega and Haynes",6 months,2020-11-30,6.99,44.9 x 15.0 x 3.9 cm
688,Break Decision,7,917.36,189,Would happy arm field feel.,3794383336982,Anderson-Wilson,2 years,2020-05-12,2.68,11.0 x 15.3 x 8.1 cm
689,Develop Maintain,16,862.29,69,Population analysis also.,4071252118450,"Lam, Lambert and Moore",2 years,2024-01-12,1.0,41.5 x 15.1 x 7.5 cm
690,Myself Her,19,1261.01,456,Rock despite her condition drive finish.,2232570763117,"Raymond, Hicks and Phillips",6 months,2022-12-12,4.69,38.1 x 39.3 x 3.9 cm
691,Continue Require,18,131.97,469,Break care do arrive.,6938587205546,"Miranda, Jordan and Coffey",1 year,2021-06-25,9.92,35.3 x 20.7 x 4.9 cm
692,Chair Answer,20,1545.22,225,Defense business with sure.,6197817091070,"Davis, Moore and Thompson",3 years,2023-01-31,7.08,35.8 x 13.0 x 5.9 cm
693,Local Live,17,448.33,225,Father term enjoy social.,2425741642872,Zuniga-Casey,1 year,2020-12-19,0.47,12.1 x 46.3 x 8.8 cm
694,Become Can,8,16.1,331,Draw reveal rise send impact center different.,0308405415178,"Martin, Washington and Wallace",6 months,2020-05-21,2.39,9.4 x 18.8 x 3.7 cm
695,Official Upon,4,1366.04,477,Fine raise glass over chance rise herself.,9644296126498,Smith and Sons,2 years,2022-11-23,9.97,29.1 x 35.2 x 4.6 cm
696,Memory Within,15,1512.75,436,Wall candidate decide ability.,5252575420454,Greene-Greene,6 months,2022-02-21,6.27,19.3 x 26.1 x 9.4 cm
697,Base Course,6,400.78,63,Watch doctor medical.,9269103851327,West-Ward,6 months,2020-03-15,6.34,12.5 x 32.7 x 1.7 cm
698,Catch What,11,1427.98,90,Act certain man.,5198719940672,Adams LLC,1 year,2022-06-17,4.93,26.2 x 25.1 x 8.2 cm
699,Whole Difference,8,666.96,338,Long minute enter performance watch discuss become.,2625286631113,Taylor Group,1 year,2023-06-07,8.62,20.7 x 5.1 x 6.1 cm
700,Role Education,15,1571.6,264,Whole return scene draw.,0165404897455,"Hernandez, Bowen and Moran",2 years,2021-03-27,7.23,7.0 x 31.4 x 4.5 cm
701,Especially Food,18,1097.34,274,Away media under set movie find.,3923427873491,Harris PLC,6 months,2023-07-11,7.36,35.2 x 35.1 x 8.4 cm
